0,1,2
2021-06-24 10:26:51,1408008713328156672,@diandhif @wahyuferdians14 @AREAJULID https://t.co/iSjoB2f4PZ
2021-06-24 09:10:35,1407989519920467968,RT @Asngari89482370: Subhanalloh masih belum dapat rizki juga. Monggo yg sekitaran Bintaro yg mau pijat hubungi saya Hp/Wa 087886627773. Ka…
2021-06-24 08:11:30,1407974652366921740,@diandhif @wahyuferdians14 @AREAJULID buka chanel yutub aja mbak😭🙏🏻
2021-06-24 08:10:43,1407974454693535756,@chocomatchalova @krnkgst @heyxsugar @oreeokeju @AREAJULID aku apa?
2021-06-23 19:52:28,1407788667519651842,gakuat bgt liat sosmed isinya berita covid sama orang kehabisan IGD untuk pasien covid. bawaannya stress dan jadi p… https://t.co/CIRxMCzKnq
2021-06-23 16:34:15,1407738786881048579,"Suka terharu liatnya. Semoga bisa angkat derajat orangtuanya nanti, jadi Dokter yang sukses dan berguna bagi semua… https://t.co/SyQe3FMVSB"
2021-06-23 13:28:16,1407691980545564674,"@AREAJULID yg salah bukan gamenya, org yg maeninnya yg salah WKWKWK"
2021-06-23 13:02:07,1407685401834262528,RT @toety_ariela: #SahkanRUUPKS https://t.co/IwOdxDEHF7
2021-06-23 12:12:34,1407672929324703750,"@AREAJULID lu gabakal nyesel sih klo ditinggalin sm tmn toxic kek gt. biarin aja mereka susah survive, gada usahanya."
2021-06-23 07:43:21,1407605178753196034,@yosandi17 @chunkyy_bar @AREAJULID suruh kremasi sendiri🙏🏻
2021-06-23 07:38:48,1407604036111503360,"@chunkyy_bar @AREAJULID gue gamasalah deh dia mabok mo kek mana, tp y gausa cringe begitu lah saatttt!!!🙂"
2021-06-23 07:37:03,1407603593536950275,@chunkyy_bar @AREAJULID pas mau di makamin suruh angkat keranda sendiri
2021-06-23 07:36:36,1407603480760487943,@AREAJULID SAYA TAU BEGO GRATIS TAPI YA GAK BEGITU JUGA LAH JAMET
2021-06-23 07:35:38,1407603237084008448,@AREAJULID kok tolol
2021-06-23 06:47:24,1407591099837796353,"@bertanyarl ghosting sih kalo emg gue ilfeel sm tu org, tp pernah jg dighosting, untungnya gue ga demen sm tu org :(("
2021-06-23 06:46:52,1407590964445597698,@bertanyarl di instagramnya udh ada nder
2021-06-23 06:46:09,1407590783633432576,"Dia blg kalo dia yg pernah kerumah make motor gede, namanya Tony. Bingung deh, darimana dia dapet nomor kayak gitu. Meresahkan lama-lama."
2021-06-23 06:45:34,1407590637742956546,"Jujur bingung banget, kenapa nomor kita bisa kesebar dan HAMPIR TIAP HARI gue dapet SMS pinjeman duit, dan lain seb… https://t.co/QdlpjTy38u"
2021-06-23 04:39:32,1407558921917587458,@scorpioanjing @SOFTLILBR4T @AREAJULID anjrit lo sekte mana makan nugget direbus?!🙂
2021-06-23 01:28:39,1407510885170511881,"RT @angga_fzn: Daftar website informasi beasiswa.

buat yang mau kuliah, sedang kuliah, atau mau lanjut kuliah s2/s3 ke luar negeri.

cek c…"
2021-06-22 13:59:19,1407337408056770572,@dddddie___ @AREAJULID https://t.co/S9YiJr3D1L
2021-06-22 10:30:51,1407284943315558410,@kesangyeonan @AREAJULID wawww🥺 https://t.co/83OpAJc6T2
2021-06-22 10:29:56,1407284713383882757,@PRECIOUSXDJ @urfavoritesin__ @txtdarigajelas heh wkwkwk
2021-06-22 10:29:39,1407284644240756743,@urfavoritesin__ @txtdarigajelas anjrit😭🙏🏻
2021-06-22 05:35:40,1407210659167629312,"@fuckphysic jangan marah marah, ngapel gih sm popo🥶🤣"
2021-06-22 05:34:45,1407210429651185665,@vaslin____ ngeselin...
2021-06-22 05:32:48,1407209936019365893,@txtdarigajelas NANTI BENERAN GEMUK NANGESSSSS
2021-06-22 05:32:11,1407209781983531011,@urfavoritesin__ @txtdarigajelas walaupun insecure org beda beda. tp harusnya dia sadar gak si untuk bb dan tb segitu gak gemuk.
2021-06-22 05:30:20,1407209316159954960,@nopiiptr @Apinskyyy @txtdarigajelas psikolog mba
2021-06-22 05:29:39,1407209143199408134,@Puppishly_Kitty @selimylock @scamachy @sceneryl1 @AREAJULID ohiya bener juga ya...
2021-06-22 04:55:35,1407200572617367557,@grumpyykitten_ @AREAJULID tp kyknya hidup di lingkungan yg bnyk tetangga (julid) emg ribet si kak. selalu ditanya… https://t.co/5SF924RnIg
2021-06-22 01:09:23,1407143645820579847,@AREAJULID apasi bedanya chindo sama full indo dan kebanyakan indonya? gue sbg chindo kyk gada bedanya. malah di ra… https://t.co/7dsQVjXnZH
2021-06-21 17:23:18,1407026351266099200,@Arie_Kriting @bintangemon awalny knp si?
2021-06-21 16:28:31,1407012568414097411,@AREAJULID duhh mas ridho...
2021-06-21 14:14:45,1406978903428636678,RT @collegemenfess: [cm] terima kasih sebelumnya buat yang mau jawab https://t.co/CbiO2szULu
2021-06-21 14:09:05,1406977477134544898,"RT @ubindanibin: SALUT À TOUTES ET À TOUS! 

LES BAHASA PERANCIS HANYA 200K? 

Tunggu apalagi? 

Cek thread di bawah untuk informasi lengka…"
2021-06-21 14:09:02,1406977462697750529,"RT @bertanyarl: OPENFOLLBACK SESI TERAKHIR

berlaku 20 menit

cukup rt tweet ini + di bawah

tidak pernah langgar rules

good luck https://…"
2021-06-21 07:50:23,1406882175010578434,@Aellsyaa @yyaas_ @collegemenfess nitip jg xixi
2021-06-21 07:49:07,1406881854901288960,@txtdrstoryWA https://t.co/ji2MdiPYE8
2021-06-21 07:19:56,1406874511027314690,"@sijeunxi @PIX1DUST @zilardini @ohmybeautybank coba avoskin, kan konsennya lumayan tuh"
2021-06-21 07:19:28,1406874395075772421,@ohmybeautybank normal nder. kulit org kan emg bertekstur.
2021-06-21 07:19:02,1406874284933279747,"@ohmybeautybank rajin make exfo toner nder, trs make aloevera dan masker himalayan aja coba."
2021-06-21 07:18:14,1406874083908751365,@arbnputr @peter_joshua07 @sceneryl1 @AREAJULID iya bener :(( tp suka sedih jg si kalo umur 23 tu harus kudu bgt ud… https://t.co/bT1NDV45bR
2021-06-21 07:09:37,1406871914354659330,@arbnputr @peter_joshua07 @sceneryl1 @AREAJULID emg bener si beda beda. tp ya kadang kita jg jd agak risih di omong… https://t.co/13CAdjbSfI
2021-06-21 07:08:02,1406871514268327941,@sceneryl1 @faulia_febriani heh mba😭
2021-06-21 07:07:31,1406871386316951552,@bukandonatmadu @txtdarigajelas EH SUMPAH? DEKET DARI RUMAH GUE IH. gue blm dpt :(( gimana caranya?
2021-06-21 06:14:54,1406858144127483906,"@chrisaff @AREAJULID karna di masa jaman ortu kita tu umur 20 aja udh ada yg nikah. ayah ibu gue aja nikah umur 20,… https://t.co/A64qM3r8Mj"
2021-06-21 06:12:02,1406857422270910469,"@Succubuzzz @AREAJULID jd mikirnya biar duit yg dikasih suami buat keperluan rumah aja. masak, bahan cuci baju cuci… https://t.co/XZcjp2g9nj"
2021-06-21 06:11:13,1406857219690229767,"@Succubuzzz @AREAJULID disini aja berpendidikan tinggi dipandang sebelah mata, ktnya ngapain sekolah tinggi tinggi… https://t.co/GTqjEtA2Ks"
2021-06-21 06:09:04,1406856676473405440,"@bbychagiyaa @babygurlyxz @bertanyarl ANJIR GUE JUGA GASUKA KEPALA AYAM DAH. kalo jeroan sm ceker msh gapapa, anjir… https://t.co/WGJYkmn6pZ"
2021-06-21 06:08:31,1406856539705536512,"@peter_joshua07 @sceneryl1 @AREAJULID karna bnyk jg yg blg nikah biar punya anak, biar kalo tua ada yg ngurusin jug… https://t.co/jnVGwmCT6S"
2021-06-21 06:07:54,1406856383450869766,@peter_joshua07 @sceneryl1 @AREAJULID tp disini kyk msh tabu gak si? org ganikah itu di blg gak laku. liat aja luna… https://t.co/uucxk5AiuT
2021-06-21 06:06:53,1406856128563073024,@bukandonatmadu @txtdarigajelas eh gimana tu? depok mananya?
2021-06-21 06:06:33,1406856042927980555,"@Succubuzzz @AREAJULID pdhl kita msh pgn bebas, foya foya make duit sendiri, nongkrong sana sini"
2021-06-21 05:55:32,1406853269792587778,@babygurlyxz @bbychagiyaa @bertanyarl tp serius emg gasuka kulit ayam🙏🏻😭 kami sekte anti kulit ayam
2021-06-21 05:54:22,1406852977042677764,@txtdarigajelas depok kaga vaksin vaksin dah. apa gue yg ketinggalan?
2021-06-21 05:49:04,1406851644625620994,@bbychagiyaa @bertanyarl ktny kalo makan bunyinya kriuk gt nikmat
2021-06-21 05:48:37,1406851528753762305,"@txtfromquoraa karna bnyk bgt tmn gue dr umur 18-19thn udh pada nikah, pd lg hamil dan punya dedek. (ini gue jujur gak ngarang)"
2021-06-21 05:47:50,1406851334612013058,"@txtfromquoraa tp kalo yg ke2 mungkin gue bakal make ART untuk bantu beres rumah aja. pesannya, tolong lah anjir ka… https://t.co/caZ58JnOB0"
2021-06-21 05:45:24,1406850720083574784,@sceneryl1 @AREAJULID gatau mbak sy msh 19thn😭🙏🏻
2021-06-21 05:44:00,1406850366730215425,"@bertanyarl krna gue suka dagingnya aja, kulitnya skip :( gaenak"
2021-06-21 05:43:25,1406850220298629121,"@bertanyarl gue gasuka kulit ayam, jd kalo makan ayam gue kasih kulitnya ke cowok gue"
2021-06-21 05:39:43,1406849291365220355,"@AREAJULID gue pernah ketemu tetangga gue, umurnya 23thn. dia blm nikah aja di nyinyirin, karena anak tetangga laen… https://t.co/2h23Xxwozf"
